action,source_ip_entropy,requests_per_min,distinct_resources_touched,is_public_acl,iam_wildcard_permissions,data_transfer_mb,new_role_assumed,off_hours,mfa_present,label,event_id,resource_type,account_id
DescribeInstances,2.1773472482518037,2,2,0,0,8.612204598845956,0,0,1,0,EVT-003588,Lambda,255130
InvokeFunction,2.2284696265164188,4,2,0,0,13.228011007283495,0,1,1,0,EVT-003589,Lambda,220978
PutBucketAcl,2.1915966962162536,2,2,1,1,2.2096784374979954,1,1,0,1,EVT-003590,S3,510876
ConsoleLogin,1.85381216235431,4,1,0,0,1.8636033882113014,0,1,1,0,EVT-003591,S3,511846
PutObjectAcl,1.4050827941734436,5,2,1,0,3.4321262701060977,0,0,0,1,EVT-003592,IAM,523343
PutObject,1.352512456812287,5,2,0,0,7.697107063500885,0,0,1,0,EVT-003593,EKS,657303
DescribeInstances,2.073871459708876,2,2,0,0,9.021027120218445,0,0,1,0,EVT-003594,Lambda,114968
AssumeRole,2.3744950560638562,3,1,0,0,5.584524244189986,0,1,1,0,EVT-003595,IAM,247445
DescribeInstances,1.7315404819477314,2,2,0,0,0.17261361454717133,0,0,1,0,EVT-003596,EKS,335434
DescribeInstances,3.5282629691772502,26,14,0,1,21.959216523326692,0,1,0,2,EVT-003597,S3,723845
PutObjectAcl,1.8774669702905615,5,1,0,0,12.916333514581668,0,0,1,0,EVT-003598,Lambda,227162
CopyObject,1.6559320548636476,3,2,0,0,1.1971709483019344,0,0,1,0,EVT-003599,Lambda,124480
DescribeInstances,1.2165634238411875,8,1,0,0,3.1683941805743663,0,0,1,0,EVT-003600,S3,242875
PutBucketAcl,2.03172062387163,4,2,0,0,20.417349092476602,0,0,1,0,EVT-003601,IAM,187050
PutObject,1.956999102400404,5,2,0,0,5.9579047907722025,0,0,1,0,EVT-003602,IAM,665123
DescribeInstances,1.9187771331725352,5,1,0,0,6.109333494265748,0,0,1,0,EVT-003603,Lambda,146552
InvokeFunction,2.7359752359967415,5,1,0,0,8.728474618345171,0,0,1,0,EVT-003604,EKS,228631
ConsoleLogin,2.149551925299561,4,2,0,0,1.5938825695934318,0,0,1,0,EVT-003605,S3,251724
ConsoleLogin,1.5993243443075196,1,2,0,0,4.665138775141601,0,0,1,0,EVT-003606,IAM,527498
GetObject,1.1212341882462464,4,2,0,0,19.077985555458095,0,0,0,0,EVT-003607,IAM,516116
DescribeInstances,2.51219945740634,5,2,0,0,7.850021441905646,0,1,0,0,EVT-003608,EC2,620501
ListBuckets,2.2477628385656754,7,2,0,0,11.724043606097387,0,0,1,0,EVT-003609,EC2,188931
DescribeInstances,2.520782615790413,7,2,0,0,3.575194985371904,0,0,1,0,EVT-003610,IAM,611270
GetCallerIdentity,2.443168211477302,3,2,0,0,0.7275392628808615,0,0,1,0,EVT-003611,EKS,336987
PutBucketPolicy,1.6059052537271736,2,2,1,0,0.3256393808688418,0,0,1,1,EVT-003612,S3,592989
PutBucketPolicy,2.28451787391746,6,2,0,0,1.9338452283064265,0,0,1,0,EVT-003613,Lambda,443723
RunInstances,1.569729080488482,2,1,0,0,10.670048405357072,0,0,1,0,EVT-003614,Lambda,391523
AttachRolePolicy,1.2853169954527688,0,1,0,0,0.3359673117006487,0,1,1,0,EVT-003615,Lambda,222678
DeleteTrail,2.558016706207791,5,2,0,0,16.407332987089898,0,0,1,0,EVT-003616,IAM,120730
RunInstances,1.7146531903279765,3,2,0,0,9.770688792400598,0,0,1,0,EVT-003617,IAM,255072
ListBuckets,1.7624497585622048,5,2,0,0,2.6002387107215745,0,0,1,0,EVT-003618,IAM,233640
CreateAccessKey,4.798461270473934,14,6,0,0,0.3849436527328457,1,1,1,2,EVT-003619,EKS,705913
AssumeRole,3.8674216651272193,22,5,0,0,6.727964636322341,1,0,0,2,EVT-003620,S3,708375
PutObject,1.990322044707458,4,2,0,0,0.6912791081503593,0,1,1,0,EVT-003621,EC2,433433
GetCallerIdentity,1.3255533073870724,2,2,0,0,1.3339365762726136,0,0,1,0,EVT-003622,EKS,529607
GetObject,2.4783525910475923,2,1,0,0,7.658417235075399,0,0,1,0,EVT-003623,IAM,519829
PutBucketAcl,2.2643088825663735,4,1,0,0,2.186728346955094,0,0,1,0,EVT-003624,EKS,597580
CopyObject,1.8026673022302737,2,2,0,0,8.628147392001626,0,0,1,0,EVT-003625,Lambda,385462
PutObject,2.4479662064686964,3,1,0,0,2.9125231716110047,0,0,1,0,EVT-003626,IAM,244547
PutObject,2.117077833892423,5,2,0,0,1.8931668940978705,0,1,1,0,EVT-003627,Lambda,317884
PutBucketPolicy,2.3086774538420545,4,3,1,1,0.8416588677645889,1,0,1,1,EVT-003628,S3,303768
GetCallerIdentity,2.027592952662517,4,2,0,0,6.470006656961377,0,0,1,0,EVT-003629,Lambda,609841
ConsoleLogin,2.781996763747438,6,1,0,0,1.7063364417047704,0,0,1,0,EVT-003630,S3,491298
PutBucketAcl,1.9756912995320308,3,1,1,1,1.0378046229289342,0,0,1,1,EVT-003631,EKS,599962
GetCallerIdentity,0.8812679370750314,7,2,0,0,3.3356125880969807,0,0,1,0,EVT-003632,IAM,274304
CopyObject,2.0722631571802848,1,1,0,0,4.911904747004707,0,0,1,0,EVT-003633,IAM,262912
AssumeRole,2.4507772572849196,2,1,0,0,1.0482151252353078,0,1,1,0,EVT-003634,S3,604794
InvokeFunction,4.002317807598975,25,4,0,0,451.9241892631434,1,1,0,3,EVT-003635,Lambda,723845
CreateAccessKey,4.45722526754011,16,12,0,1,13.002260726049263,1,0,0,2,EVT-003636,IAM,731689
RunInstances,2.9210688529110103,3,2,0,0,0.27508766465072587,0,0,1,0,EVT-003637,IAM,529876
PutBucketAcl,1.7615644401375334,6,2,0,0,5.108262907272993,0,0,1,0,EVT-003638,EC2,125562
CopyObject,1.8481179550340856,4,2,0,0,0.38908029091862406,0,0,1,0,EVT-003639,Lambda,474134
GetCallerIdentity,3.762065044087914,26,10,0,1,15.729508043330414,1,1,0,2,EVT-003640,EC2,723115
PutBucketAcl,2.067371694818797,4,1,0,1,1.8775392994827405,1,0,0,1,EVT-003641,IAM,114847
DescribeInstances,1.9096753193798597,4,1,0,0,6.346163205047198,0,0,1,0,EVT-003642,Lambda,142236
PutObject,1.6230336997385741,1,2,0,0,20.621023952741623,0,0,1,0,EVT-003643,IAM,151686
CopyObject,0.969947003689376,6,1,0,0,2.195709096447289,0,0,1,0,EVT-003644,EC2,137844
AssumeRole,1.6703226645163696,5,2,0,0,6.453751812760574,0,0,1,0,EVT-003645,EKS,378122
PutObject,2.164969263279547,4,2,0,0,9.519815813347293,0,1,1,0,EVT-003646,EC2,100173
ListBuckets,1.9568543794805497,2,1,0,0,4.665610110849079,0,0,1,0,EVT-003647,Lambda,431222
PutObject,2.0374655755734525,5,1,0,0,2.825891335909088,0,0,1,0,EVT-003648,EC2,187660
GetCallerIdentity,3.1059598472914294,16,5,0,0,3.836234796293488,1,1,0,2,EVT-003649,Lambda,753287
GetCallerIdentity,2.7675071268562235,3,2,0,0,1.5313888112414367,0,0,1,0,EVT-003650,EKS,249643
GetCallerIdentity,3.75842702927242,22,14,0,0,4.589827450831422,1,1,0,2,EVT-003651,IAM,791279
GetObject,2.619160806221087,3,2,0,0,7.423614431649753,0,1,1,0,EVT-003652,EC2,171100
GetCallerIdentity,2.8335890651143645,1,2,0,0,6.86705595805498,0,0,1,0,EVT-003653,EC2,250038
GetObject,1.743236880435718,4,1,0,0,5.4494360288795365,0,0,1,0,EVT-003654,S3,161308
AssumeRole,3.8703112480216455,26,10,0,0,11.453715433149599,1,0,0,2,EVT-003655,S3,787085
DescribeInstances,1.2652849015009289,4,1,0,0,1.0255850607516117,0,1,1,0,EVT-003656,EKS,420924
ConsoleLogin,2.517403987383748,4,2,0,0,7.6814628938336735,0,0,1,0,EVT-003657,EC2,342081
CreateAccessKey,2.109087711441532,1,2,0,0,7.545938619225313,0,1,1,0,EVT-003658,IAM,645284
CreateAccessKey,2.158693511369037,9,2,0,0,0.03767029929287595,0,0,1,0,EVT-003659,Lambda,533150
DescribeInstances,2.190633521285836,1,2,0,0,1.7800192954243887,0,0,1,0,EVT-003660,Lambda,343522
GetObject,1.8210323423241292,1,2,0,0,1.6207716051213241,0,0,1,0,EVT-003661,Lambda,374717
GetCallerIdentity,2.596797332299444,6,1,0,0,9.165859784803846,0,0,1,0,EVT-003662,Lambda,111521
PutBucketAcl,1.9892819245178925,3,2,1,0,0.08439674707629531,1,0,0,1,EVT-003663,EC2,431057
AssumeRole,1.4079149355500762,3,2,0,0,2.4919082725660124,0,0,1,0,EVT-003664,EKS,432671
GetObject,2.1823319044994793,4,1,0,0,0.38696382183952627,0,0,1,0,EVT-003665,IAM,301622
PutBucketPolicy,2.161435228112441,3,1,0,0,1.858407658274177,0,0,0,0,EVT-003666,IAM,281206
PutObjectAcl,1.8130136614924677,3,2,0,0,2.9777678395770373,0,0,1,0,EVT-003667,EKS,494606
AttachRolePolicy,1.8421585807635557,1,2,1,1,0.8052074531176506,0,0,1,1,EVT-003668,Lambda,480113
InvokeFunction,2.298908820457382,4,2,0,0,1.3582582408464825,0,0,1,0,EVT-003669,EC2,298897
RunInstances,2.588406756455479,3,1,0,0,12.298871404561789,0,0,1,0,EVT-003670,S3,558376
DescribeInstances,4.147992901662409,19,9,0,0,3.738886452715435,0,0,0,2,EVT-003671,S3,787085
PutBucketAcl,2.6416121402769734,4,1,0,0,0.5393953294673205,0,1,0,1,EVT-003672,EKS,286044
DescribeInstances,1.7312156073480627,1,1,0,0,15.68958318344438,0,0,1,0,EVT-003673,EC2,357039
GetObject,5.4819914085686765,24,9,1,0,1313.9626422817614,0,0,0,3,EVT-003674,IAM,791279
ListBuckets,1.5530723984095336,2,1,0,0,6.652711613317097,0,1,1,0,EVT-003675,IAM,666943
DescribeInstances,2.4783456842876683,8,1,0,0,5.789498786318052,0,0,1,0,EVT-003676,EC2,515779
GetObject,1.4159275585266275,4,2,0,0,0.7942589717522995,0,0,1,0,EVT-003677,IAM,363497
AssumeRole,1.963640401070957,3,1,0,0,2.1518023378080873,0,0,1,0,EVT-003678,S3,448342
DescribeInstances,1.5209166347087217,4,1,0,0,2.3246132235842256,0,0,1,0,EVT-003679,S3,368096
AssumeRole,2.299965167328647,1,2,0,0,4.593391810399222,0,0,1,0,EVT-003680,Lambda,205021
PutObject,2.0061615977965803,4,2,0,0,3.3699694442581007,0,0,1,0,EVT-003681,EKS,143588
DescribeInstances,1.6518016779266145,7,1,0,0,1.5494164264806545,0,0,1,0,EVT-003682,EC2,595480
GetCallerIdentity,1.4541520412408304,4,2,0,0,18.142999470400746,0,0,1,0,EVT-003683,IAM,652789
GetCallerIdentity,3.77666642876926,26,6,0,1,12.063757589247253,0,1,1,2,EVT-003684,EC2,753287
ConsoleLogin,2.3653425247419397,3,1,0,0,19.931254414359092,0,0,1,0,EVT-003685,EC2,634816
PutObject,2.0976240903927073,4,1,0,0,2.5106167009883795,0,0,1,0,EVT-003686,EC2,321113
ConsoleLogin,2.9034783012349648,5,2,0,0,0.48565590352571886,0,0,1,0,EVT-003687,Lambda,349945
ListBuckets,2.327804182287537,7,1,0,0,2.998035749128427,0,0,1,0,EVT-003688,IAM,508122
RunInstances,3.0824118135590646,3,1,0,0,0.5508037255928665,0,0,1,0,EVT-003689,S3,315911
AssumeRole,1.8065717709611702,0,1,0,0,3.333340227159453,0,0,1,0,EVT-003690,IAM,502667
GetObject,2.232130978378007,4,2,0,0,3.6879032753942287,0,1,1,0,EVT-003691,Lambda,393422
DescribeInstances,1.703868253664515,0,2,0,0,1.5130716573152159,0,0,1,0,EVT-003692,S3,631505
PutBucketPolicy,2.6402673373614975,0,3,1,0,0.36890515859367046,0,1,0,1,EVT-003693,IAM,617905
DescribeInstances,0.9404508055447551,5,1,0,0,5.766580520186326,0,0,1,0,EVT-003694,EC2,627279
DescribeInstances,2.0269715794099015,5,2,0,0,2.952014669188478,0,0,1,0,EVT-003695,S3,582144
CreateAccessKey,3.3122117706759067,18,8,0,1,6.148176916196995,1,1,0,2,EVT-003696,S3,769804
ListBuckets,2.0389941251958854,6,1,0,0,7.622350648965364,0,0,1,0,EVT-003697,EC2,192257
AssumeRole,1.430227040824414,4,2,0,0,5.658162977308043,0,0,1,0,EVT-003698,EKS,567528
GetObject,1.6605946716736901,5,1,0,0,8.962628514042272,0,0,1,0,EVT-003699,EKS,165322
DescribeInstances,2.008959869206702,2,2,0,0,3.708501035383324,0,0,1,0,EVT-003700,IAM,531586
PutObject,1.2415214968702748,4,2,0,0,10.732875472369743,0,0,1,0,EVT-003701,S3,633499
GetCallerIdentity,2.0665366767670523,4,2,0,0,11.020169715416333,0,0,1,0,EVT-003702,EC2,609626
GetObject,2.6453874758289095,4,1,0,0,9.83693988664631,0,0,1,0,EVT-003703,EKS,264337
AssumeRole,2.184340338519868,7,1,0,0,0.30990691074578997,0,1,1,0,EVT-003704,IAM,529980
GetObject,4.152375361556673,29,5,0,1,260.0852622966579,0,1,0,3,EVT-003705,IAM,705913
ListBuckets,1.4211613875146618,4,1,0,0,1.6205888278367528,0,0,1,0,EVT-003706,IAM,601894
ListBuckets,2.839931803904973,3,1,0,0,3.5700799575383813,0,0,1,0,EVT-003707,Lambda,124453
PutObject,3.01742424041874,2,2,0,0,1.8527244891325165,0,0,1,0,EVT-003708,IAM,344462
InvokeFunction,3.5385196941925576,26,3,0,1,1491.2360279256961,1,1,0,3,EVT-003709,IAM,773194
PutBucketAcl,2.618835794452644,5,2,0,0,1.0738961954714867,0,0,1,0,EVT-003710,Lambda,200085
ConsoleLogin,1.3697522691317539,5,1,0,0,4.284961734538839,0,0,1,0,EVT-003711,EKS,309145
DescribeInstances,3.934464379995058,13,7,0,1,1.4978765909628624,1,0,0,2,EVT-003712,Lambda,714669
DescribeInstances,0.980841735997209,2,1,0,0,5.937968611295008,0,0,1,0,EVT-003713,S3,637621
ListBuckets,2.161175736384545,3,2,0,0,1.1490048748421466,0,0,1,0,EVT-003714,EC2,206780
PutBucketPolicy,1.9850706483801055,1,1,0,0,1.0604806560059572,0,0,0,0,EVT-003715,S3,505940
CreateAccessKey,2.157828356618464,3,1,0,0,8.416939741236218,0,0,1,0,EVT-003716,EKS,683606
GetCallerIdentity,1.8855547272533846,5,2,0,0,8.496689383227993,0,0,1,0,EVT-003717,EKS,601493
CreateAccessKey,1.659723124918068,2,1,0,0,5.918779143443916,0,0,1,0,EVT-003718,IAM,138395
PutBucketPolicy,2.381153192055876,1,2,1,1,2.1832862876980963,1,1,1,1,EVT-003719,EC2,664163
GetObject,2.208245893639824,11,2,0,0,0.5257476438598475,0,0,1,0,EVT-003720,Lambda,414133
RunInstances,2.5173323303229784,3,1,0,0,1.054897967820914,0,0,1,0,EVT-003721,Lambda,697460
PutBucketPolicy,2.3323367488397406,3,1,0,0,7.929042029861043,0,0,1,0,EVT-003722,EC2,531292
GetObject,1.9127733749651414,6,2,0,0,0.2440490907489405,0,0,0,0,EVT-003723,EKS,551822
CopyObject,4.430616530044853,30,8,0,1,154.79282873298922,1,1,0,3,EVT-003724,EKS,746273
PutBucketAcl,1.5915065966259716,3,3,1,1,1.1481783811923738,1,0,0,1,EVT-003725,EKS,350783
PutObject,1.8529618135359256,3,1,0,0,0.9371735094296183,0,0,1,0,EVT-003726,IAM,194048
AssumeRole,2.3520803004608597,2,1,0,0,5.579138881384505,0,0,1,0,EVT-003727,EKS,277345
CopyObject,1.778692306439504,8,2,0,0,10.478348598001485,0,0,1,0,EVT-003728,EC2,401100
PutObject,1.332907041766806,9,1,0,0,10.454329349795339,0,0,1,0,EVT-003729,EC2,194373
AttachRolePolicy,2.3232407864694014,6,2,0,0,0.9085579092051557,0,0,1,0,EVT-003730,EC2,110898
ListBuckets,3.3066572731702077,26,9,0,0,348.3186144788909,1,1,0,3,EVT-003731,IAM,723547
PutObject,1.7927690507026426,2,1,0,0,5.478079290033154,0,0,1,0,EVT-003732,IAM,217036
CreateAccessKey,2.074091732374566,6,2,0,0,4.850035147586115,0,0,1,0,EVT-003733,Lambda,565742
GetObject,1.9251339505326828,5,2,0,0,4.48848119206061,0,1,1,0,EVT-003734,S3,666938
GetCallerIdentity,3.906067438812061,10,9,0,1,1.660910762567498,1,0,0,2,EVT-003735,S3,714669
CopyObject,2.0115935426145306,5,1,0,0,5.8348289807717055,0,0,1,0,EVT-003736,S3,593954
PutObject,1.8000858635025583,3,2,0,0,7.137711730624764,0,0,0,0,EVT-003737,Lambda,347687
RunInstances,2.202107006373108,5,2,0,0,3.7496117055399796,0,0,1,0,EVT-003738,S3,404849
InvokeFunction,1.7197061678069485,3,1,0,0,0.02345522853734909,0,1,1,0,EVT-003739,EKS,119647
CopyObject,2.4407129854109573,5,1,0,0,0.6720491750925796,0,0,1,0,EVT-003740,S3,412160
InvokeFunction,2.0849789711078164,6,2,0,0,8.955157719575869,0,0,1,0,EVT-003741,Lambda,334678
AttachRolePolicy,1.8335385329800824,6,2,0,1,2.8258498539353196,1,0,1,1,EVT-003742,S3,326597
PutBucketAcl,1.8222221904827607,5,2,0,0,4.716341327019176,0,0,1,0,EVT-003743,IAM,466493
CopyObject,2.410388797104769,4,1,0,0,2.5877385002787454,0,0,0,0,EVT-003744,IAM,351116
PutBucketAcl,1.8184969060949014,8,2,0,0,1.2193579100172987,0,0,1,0,EVT-003745,Lambda,470922
RunInstances,1.954494072681223,7,2,0,0,3.2347997593680056,0,0,1,0,EVT-003746,EKS,604406
PutObject,2.4043918509457622,2,1,0,0,2.889040678194965,0,1,1,0,EVT-003747,S3,156513
DescribeInstances,2.1457380327974374,5,2,0,0,0.5118981071784792,0,0,1,0,EVT-003748,Lambda,640159
DescribeInstances,2.4576764985421016,2,2,0,0,11.556544644130993,0,0,1,0,EVT-003749,Lambda,256704
PutObject,2.4983361759244147,5,1,0,0,0.44869171382075573,0,0,0,0,EVT-003750,Lambda,534041
AssumeRole,1.8806244402960899,2,1,0,0,2.9887333671124505,0,0,1,0,EVT-003751,IAM,541015
PutObject,2.1716818310950874,4,1,0,0,2.261357849871417,0,0,1,0,EVT-003752,S3,693700
GetCallerIdentity,1.9564045029922217,6,1,0,0,7.1856504950436095,0,0,1,0,EVT-003753,Lambda,691778
AssumeRole,1.4240182329312128,5,2,0,0,1.3571884397495528,0,0,1,0,EVT-003754,S3,223981
CopyObject,2.210375298641001,4,2,0,0,6.840970543228312,0,1,1,0,EVT-003755,IAM,407486
GetCallerIdentity,1.8376650386761446,4,1,0,0,2.930856003754736,0,1,1,0,EVT-003756,EC2,645151
CreateAccessKey,3.526653201415448,13,9,0,0,16.70500700236634,1,1,0,2,EVT-003757,IAM,755187
RunInstances,1.981191985044154,1,2,0,0,5.554817564798521,0,0,1,0,EVT-003758,Lambda,151598
DescribeInstances,1.6884771036883874,7,1,0,0,5.281056665075749,0,0,1,0,EVT-003759,EC2,489925
GetCallerIdentity,2.454197366225035,8,1,0,0,2.481187769515037,0,1,1,0,EVT-003760,S3,624877
GetObject,2.0246441384757903,2,2,0,0,20.50329142166534,0,0,1,0,EVT-003761,Lambda,375970
CreateAccessKey,2.738535064808003,6,2,0,0,15.398335892925568,0,0,1,0,EVT-003762,IAM,362390
PutObject,2.0948059184490995,6,2,0,0,4.375078650696311,0,0,0,0,EVT-003763,EKS,340727
ConsoleLogin,1.5761986350542683,5,2,0,0,6.8135972312484405,0,0,1,0,EVT-003764,EKS,540316
ListBuckets,4.033144944254765,24,6,0,1,223.15439039430817,1,0,1,3,EVT-003765,S3,734988
CopyObject,2.0184027838010974,6,2,0,0,20.241606033606907,0,0,1,0,EVT-003766,EKS,198817
AssumeRole,1.870549903660604,8,1,0,0,0.023728670352160704,0,0,1,0,EVT-003767,Lambda,246950
GetObject,2.1609261565426463,6,2,0,0,13.705524636448853,0,1,1,0,EVT-003768,S3,153105
InvokeFunction,2.09658454989342,5,2,0,0,0.386854654563597,0,0,1,0,EVT-003769,Lambda,623352
PutObject,1.9648493030337517,1,1,0,0,12.526957720812653,0,0,1,0,EVT-003770,EC2,569287
DescribeInstances,1.9663655758693115,4,1,0,0,3.670215966161333,0,0,1,0,EVT-003771,Lambda,260088
CreateAccessKey,4.125909088269688,17,9,0,1,0.01812652482998658,1,0,0,2,EVT-003772,EKS,791279
GetObject,1.6793840138908362,2,1,0,0,1.4901318343734726,0,1,1,0,EVT-003773,EKS,463314
AssumeRole,2.1582835373074425,3,2,0,0,1.306413894777565,0,1,1,0,EVT-003774,EC2,516320
AssumeRole,1.5483913853115816,2,1,0,0,0.8223917125973608,0,0,1,0,EVT-003775,EKS,224641
InvokeFunction,1.8667900707016247,5,2,0,0,6.282786538602474,0,0,1,0,EVT-003776,S3,340425
RunInstances,2.025314599471851,5,2,0,0,0.44123930701814507,0,0,1,0,EVT-003777,EKS,312270
CreateAccessKey,2.276289739327585,5,2,0,0,3.983195017786056,0,0,1,0,EVT-003778,IAM,319566
AssumeRole,0.6009135542311992,7,1,0,0,3.872545739740985,0,0,1,0,EVT-003779,IAM,497046
ListBuckets,1.65702594865882,4,2,0,0,0.08355973077094797,0,0,1,0,EVT-003780,IAM,214496
GetCallerIdentity,2.9011372367800026,7,1,0,0,0.9193624419808205,0,0,1,0,EVT-003781,EC2,246621
DescribeInstances,1.705607332510238,5,1,0,0,5.5475239862385415,0,1,1,0,EVT-003782,Lambda,603586
DescribeInstances,2.0301598956752525,3,1,0,0,3.1084512927804893,0,1,1,0,EVT-003783,IAM,213324
PutObject,2.0105084615810815,9,2,0,0,0.2791963670360146,0,0,1,0,EVT-003784,S3,364505
CopyObject,1.6131042143156185,3,1,0,0,1.3623237354028026,0,0,1,0,EVT-003785,IAM,548382
GetObject,1.9059563406367408,2,1,0,0,4.550829119881927,0,0,1,0,EVT-003786,S3,349878
ConsoleLogin,2.1823058992024684,8,1,0,0,4.0232161329626965,0,0,1,0,EVT-003787,EC2,377312
ConsoleLogin,1.9325442463881333,5,2,0,0,3.4427431281474403,0,0,1,0,EVT-003788,Lambda,166507
AssumeRole,1.988573049079678,2,1,0,0,1.8554169255508834,0,0,1,0,EVT-003789,EKS,359983
DescribeInstances,2.052013655424796,3,2,0,0,0.2809835626109344,0,0,1,0,EVT-003790,EKS,185780
GetCallerIdentity,1.1228406415111907,3,1,0,0,13.550980656856154,0,0,1,0,EVT-003791,EKS,193636
GetObject,1.7761999427687711,6,1,0,0,4.3189443581729465,0,0,1,0,EVT-003792,EC2,321881
AttachRolePolicy,2.6086801810947837,3,1,0,0,0.25448341313931033,0,0,1,0,EVT-003793,Lambda,481262
GetCallerIdentity,1.5489437855284307,1,2,0,0,5.261695531307732,0,0,1,0,EVT-003794,EC2,125878
AssumeRole,1.8327665582131718,2,2,0,0,0.1646378150143456,0,0,0,0,EVT-003795,IAM,167950
DescribeInstances,1.6859788544795684,2,1,0,0,3.0646014947490023,0,1,1,0,EVT-003796,EKS,459338
PutObject,1.7664389197900716,2,1,0,0,0.37607751515401683,0,0,1,0,EVT-003797,S3,468992
PutObject,2.091985504861528,6,2,0,0,4.186978550081896,0,1,1,0,EVT-003798,IAM,212272
PutBucketPolicy,2.4714151765814494,1,1,1,1,13.043888889204005,1,1,0,1,EVT-003799,EKS,135873
GetObject,2.039041596998176,9,1,0,0,3.5919857712433227,0,0,1,0,EVT-003800,Lambda,536394
DescribeInstances,1.6234699434140785,3,2,0,0,1.0103169821815343,0,0,1,0,EVT-003801,IAM,677986
DescribeInstances,4.519024562483536,20,5,0,1,0.8186963605420281,1,1,1,2,EVT-003802,EKS,791085
CreateAccessKey,3.78882387876917,20,7,0,1,8.601737373718233,0,1,0,2,EVT-003803,S3,731689
CreateAccessKey,1.5265096333769248,3,2,0,0,4.3699736586807445,0,0,1,0,EVT-003804,IAM,488343
InvokeFunction,1.7895378654140675,3,1,0,0,1.179636324649084,0,0,1,0,EVT-003805,EKS,244715
GetCallerIdentity,2.1241703439113278,3,2,0,0,8.721107378874986,0,0,1,0,EVT-003806,Lambda,382937
GetObject,1.4495826673707408,3,2,0,0,0.000940289744952355,0,0,1,0,EVT-003807,EKS,624144
PutObject,1.8725289466476782,3,1,0,0,0.5502886008245726,0,1,1,0,EVT-003808,S3,221401
AssumeRole,1.755651849854265,0,2,0,0,7.145328061955252,0,0,1,0,EVT-003809,S3,142555
PutObject,1.1703676997536607,4,2,0,0,8.06785649948058,0,0,1,0,EVT-003810,IAM,564566
DescribeInstances,4.812046926199819,19,14,0,0,6.446611888836359,1,0,0,2,EVT-003811,IAM,787085
ConsoleLogin,2.320662218226877,3,2,0,0,12.232239318096621,0,0,1,0,EVT-003812,IAM,492836
PutObject,1.6830162555721497,3,1,0,0,1.883430276330515,0,0,1,0,EVT-003813,IAM,695378
PutObject,2.508571303496366,5,2,0,0,1.0009203674298919,0,0,1,0,EVT-003814,S3,395572
DescribeInstances,2.132018044707281,3,1,0,0,0.12414962727316275,0,1,1,0,EVT-003815,EKS,526663
GetCallerIdentity,4.052111471716618,18,11,0,1,4.993464107865034,0,1,1,2,EVT-003816,EKS,791279
AssumeRole,1.7532355607526726,4,1,0,0,2.1615776199960774,0,0,1,0,EVT-003817,IAM,372862
ListBuckets,2.481803020642462,0,2,0,0,3.88518116760443,0,0,1,0,EVT-003818,EC2,535576
PutBucketPolicy,1.9684708173887708,4,1,0,0,0.7178945967136809,0,0,1,0,EVT-003819,IAM,505112
PutObjectAcl,2.343677606916236,5,2,1,1,3.3465119808966812,0,0,1,1,EVT-003820,S3,217705
PutObject,2.29884929529191,3,2,0,0,4.597708976544974,0,0,1,0,EVT-003821,IAM,602575
GetObject,2.0353261321777576,3,1,0,0,1.327621779592572,0,0,1,0,EVT-003822,S3,341744
ConsoleLogin,2.0064592210783543,6,2,0,0,11.595303619576454,0,1,1,0,EVT-003823,EKS,384583
PutBucketAcl,2.0469113745955343,1,2,0,1,12.420957440100725,0,0,0,1,EVT-003824,Lambda,149784
AttachRolePolicy,2.3010121332105142,1,2,1,0,0.17491010693027215,0,1,1,1,EVT-003825,EC2,262999
DescribeInstances,3.8990880225381455,21,8,0,1,3.424203113220723,0,1,1,2,EVT-003826,S3,755187
PutBucketPolicy,1.502716378073683,2,3,0,1,0.6427818904824469,1,0,1,1,EVT-003827,Lambda,149368
CopyObject,1.8742676598549133,5,1,0,0,6.237995122587527,0,0,1,0,EVT-003828,EC2,663009
RunInstances,1.7021019629450567,2,2,0,0,3.1033848114018285,0,1,1,0,EVT-003829,EC2,368097
GetCallerIdentity,2.111882963353985,7,1,0,0,11.163595345625282,0,0,1,0,EVT-003830,IAM,183356
CopyObject,2.2944224534953497,8,2,0,0,5.02450692563889,0,0,1,0,EVT-003831,S3,250206
ListBuckets,2.232062250966686,5,2,0,0,19.34882516507499,0,1,1,0,EVT-003832,EC2,496093
RunInstances,1.665040710469015,3,1,0,0,0.9672919522112693,0,1,1,0,EVT-003833,Lambda,487358
AssumeRole,2.186597126699803,3,2,0,0,2.7697333407404043,0,0,1,0,EVT-003834,Lambda,465733
PutObject,2.1233514243594445,1,1,0,0,1.782769058218432,0,0,1,0,EVT-003835,Lambda,659223
PutBucketPolicy,1.7307270820865233,3,1,1,0,6.085530991814888,0,0,0,1,EVT-003836,EC2,680312
PutBucketAcl,1.4639166459875805,1,1,0,0,1.9459033786169022,0,0,1,0,EVT-003837,EKS,357491
InvokeFunction,1.9707126704064715,4,1,0,0,1.4885588050774243,0,0,1,0,EVT-003838,EC2,520441
DescribeInstances,2.0512136830551917,5,1,0,0,10.595032607600583,0,0,1,0,EVT-003839,IAM,175790
GetObject,2.121517547059586,5,2,0,0,0.047443506935491125,0,0,1,0,EVT-003840,EKS,149781
ListBuckets,1.9588773423530634,3,2,0,0,2.7131308648502155,0,0,1,0,EVT-003841,EKS,223889
